product_name,product_name_es,energy-kcal_100g,proteins_100g,carbohydrates_100g,fat_100g,fiber_100g,nova_group,nutrition_grades,food_groups_tags
pan tajado,,,,,,,,unknown,[]
Mogolla Integral,,321.875,9.6875,59.375,6.5625,6.25,,unknown,[]
Galletas,Galletas,376,8.5,68,8,,,unknown,[]
Chocolate Protein,,404,68,18,10,15.2,4,unknown,[]
Carne De Res Molida,Carne De Res Molida,98,21,0,1.5,,,unknown,[]
Pan tajado,,227,11,51,3.2,25,,unknown,[]
Quinta Cereal Chocolate,,280,7,60,1.66666666666667,2.33333333333333,,unknown,[]
Pechuga De Pollo,Pechuga De Pollo,100,23.75,0,0.5,,,unknown,[]
equilibrio,,,,,,,,unknown,[]
Crema De Avellanas,,605,16,29.5,50,13,,unknown,[]
Chocorramo,,450,5,55,22.5,5,,unknown,[]
Rapipapa Delgada,,138.75,2.5,22.5,4.125,2.75,,unknown,[]
chapstick,,,,,,,,unknown,[]
Arvejas,,76.4705882352941,5.17647058823529,14.1176470588235,0.352941176470588,4.47058823529412,,unknown,[]
Tomatencremesuppe mit mozzarella,,49,1.5,7.1,1.6,0.7,,unknown,[]
Sint choco bomb,,529,6,58,30,1.7,,unknown,[]
Mortadela jamonada,,,,,,,,unknown,[]
Natilla de coco,,,,,,,,unknown,[]
Cervecero snack,,,,,,,,unknown,[]
Cookies And Cream,,332.857142857143,4.14285714285714,37.1428571428571,18.5714285714286,,,unknown,[]
Powerfull Tropical protein,,333.333333333333,58.8888888888889,11.1111111111111,6.66666666666667,4.44444444444444,,unknown,[]
Queso Pera,,290,23,0,22,0,,unknown,[]
Creatine ultra pure 100%,,0,0,0,0,,,unknown,[]
crema de almendras,,,,,,,,unknown,[]
Atún en aceite de soya,Atún en aceite de soya,142,25,0,4.7,,,unknown,[]
Queso Mozarella,,282,21,0,22,0,,unknown,[]
Pan De Quinoa,Pan De Quinoa,320,4.29,48.6,12.6,2,,unknown,[]
Mermelada Guayaba,Mermelada Guayaba,280,1,70,0,1,,unknown,[]
Barra De Cereal Y Proteina,Barra De Cereal Y Proteina,304,19,58,5.8,27,,unknown,[]
Whey Elite,,400,83.3333333333333,3.33333333333333,3.33333333333333,3.33333333333333,,unknown,[]
talcos,,,,,,,,unknown,[]
Salchicha Pollo Y Cerdo,Salchicha Pollo Y Cerdo,256,12.6,10.4,18.4,0.6,,unknown,[]
Arepa,Arepa,162.222222222222,4.11111111111111,35.5555555555556,0.555555555555556,0.888888888888889,,unknown,[]
Alfajor Con Proteína,Alfajor Con Proteína,390,16.6666666666667,56.6666666666667,13.3333333333333,8.66666666666667,,unknown,[]
pan de arroz artesanal,,,,,,,,unknown,[]
Rosquillas Integrales,Rosquillas Integrales,383.333333333333,15.5555555555556,69.4444444444444,5.55555555555556,3.88888888888889,,unknown,[]
Regeneris,Regeneris,79,2.3,15,1.1,2.4,,unknown,[]
Soymilk,,36,3.3,1.7,1.9,0.8,,unknown,[]
Chocolate Blanco De Maracuya Con Almendra,Chocolate Blanco De Maracuya Con Almendra,433.333333333333,3.33333333333333,33.3333333333333,33.3333333333333,6.66666666666667,,unknown,[]
tonico,,,,,,,,unknown,[]
Leche Sabor Original,,49,3.3,4.7,1.9,0,,unknown,[]
Linaza Molida,,451,20,36,33,35,,unknown,[]
Premium Dark Chocolate,,540,7.6,48,40,13.2,,unknown,[]
Bipro Mass,,377.777777777778,41.6666666666667,41.6666666666667,4.86111111111111,2.77777777777778,,unknown,[]
Arepa Montañerita,,176,3.3,40,1,3.2,,unknown,[]
Energy,,4,0,0.7,0,,,unknown,[]
Rosquillas Integrales,Rosquillas Integrales,390,16.5,70,6,6.25,,unknown,[]
Atun En Aceite,Atun En Aceite,151.923076923077,32.6923076923077,0,2.30769230769231,0,,unknown,[]
Lomo Ahumado,Lomo Ahumado,112,23,0.1,2.3,,,unknown,[]
Salchicha parrilla,,222,14,5.5,16,,,unknown,[]
Chocolate Peanut Butter Layered Bar,,387.096774193548,32.258064516129,40.3225806451613,16.1290322580645,20.9677419354839,,unknown,[]
Doritos Pizza,,506.666666666667,7,63.3333333333333,26,5.33333333333333,,unknown,[]
Vive100 ultra,,20,,5,,,,unknown,[]
Cañón tropical ahumado,Cañón tropical ahumado,128,16,4.1,5.3,,,unknown,[]
Sandwich Carnes Maduradas,Sandwich Carnes Maduradas,237,7.9,31,9.6,1.2,,unknown,[]
Pollo Salchichon,,201,12,5.7,15,1.1,,unknown,[]
Yogurt griego bebible (lulo),,42.2727272727273,6.36363636363636,4.18181818181818,,,,unknown,[]
Yogurt Griego,Yogurt Griego,74,7.33333333333333,5,2.73333333333333,2.93333333333333,,unknown,[]
Mermelada de Arándanos,,205,0,50,0,1.5,,unknown,[]
Arrpa tela de maiz,Arrpa tela de maiz,112.6,3.3,21.7,1.4,2.7,,unknown,[]
Confir de tomates rôties,,48.5,0.6,4.9,2.6,,,unknown,[]
Turkey Breast,,120,16,6,3.6,,,unknown,[]
Chorizo Santarrosano,Chorizo Santarrosano,164,21,0,8.7,0,,unknown,[]
Galletas Saladas,Galletas Saladas,454.248366013072,8.8235294117647,65.359477124183,17.6470588235294,0.980392156862745,,unknown,[]
Oatmeal,Avena En Hojuelas,375,17.0833333333333,66.6666666666667,7.08333333333333,10.4166666666667,,unknown,[]
Cacao 100%,,620,14,30,51,7.6,,unknown,[]
Granola Ligera,Granola Ligera,452,11,70,14,9.9,,unknown,[]
Granola Cacao Con Stevia,,418,25,42,17,13,,unknown,[]
Hidratante Mandarina,,25.5,0,6,0,,,unknown,[]
Mini Croissant,Mini Croissant,400,8.8,50,19,3.2,,unknown,[]
Arrpa tela de maiz,Arrpa tela de maiz,112.6,3.3,21.7,1.4,2.7,,unknown,[]
Salsa BBQ artesanal,Salsa BBQ artesanal,104,1,25,0,0.8,,unknown,[]
Protein Shake,,353.333333333333,76.6666666666667,6,1.66666666666667,0,,unknown,[]
Arepa De Maíz con Sal,Arepa De Maíz con Sal,160,3.875,35,0.875,2,,unknown,[]
Arepa De Choclo,,179,3.9,43,0.5,6.6,,unknown,[]
Yogurt Griego Frutos Rojos,Yogurt Griego Frutos Rojos,206,7.6,20,11,,,unknown,[]
Chocolate Tesalia,,56.5,3.75,6,2,,,unknown,[]
Klim Clásica,,483.333333333333,25,37.5,25.8333333333333,,,unknown,[]
Soca mango,,11,,2.8,,,,unknown,[]
Gomas Con Colageno,,366.666666666667,9.33333333333333,86.6666666666667,0,,,unknown,[]
Leche Deslactosada,,46,3,4.55,1.8,,,unknown,[]
Erdnüsse,,601.3,23.2,12.6,50.9,7.9,,unknown,[]
Especial tajin,,527,17,36,36,7.2,,unknown,[]
Helado oreo,Helado oreo,254,3.5,29,14,0.9,,unknown,[]
Queso Para Asar,,323.333333333333,23.3333333333333,0,24,,,unknown,[]
Veggie Nuggets,,246,17,26,9,5,,unknown,[]
agua de rosas,,,,,,,,unknown,[]
Don Maíz Antioqueña Extra Delgada,Don Maíz Antioqueña Extra Delgada,176,3.3,40,1,3.2,,unknown,[]
Té helado durazno,,14,,3.4,,,,unknown,[]
Arepa Semillas De Chía,Arepa Semillas De Chía,185,7.625,33.75,3.25,5.25,,unknown,[]
Barszcz biały instant,,54,1.5,9.2,1.1,0.5,,unknown,[]
Arepa Doña Paisa,,164.444444444444,3.33333333333333,38.8888888888889,0.666666666666667,4.88888888888889,,unknown,[]
Trozos De Atún En agua,Trozos De Atún En agua,109.615384615385,26.9230769230769,0,0.192307692307692,,,unknown,[]
Maíz Limón,Maíz Limón,447,8.5,68,18,11,,unknown,[]
Grana Padano Cheese,,383.333333333333,33.3333333333333,2,26.6666666666667,,,unknown,[]
Mozzarella Di Buffala Bocconcini,,276.666666666667,17,0.666666666666667,23,,,unknown,[]
vino,,,,,,,,unknown,[]
California walnuts,,220,5,4,20,2,,unknown,[]
Tostados queso,,496,7.3,65,23,5,,unknown,[]
Pan brioche,,253.968253968254,10.1587301587302,55.5555555555556,0.158730158730159,4.6031746031746,,unknown,[]
SUERO X,,,,,,,,unknown,[]
Avena en Caja,,,,,,,,unknown,[]
agua termal,,,,,,,,unknown,[]
100% Whey Elite Vanilla,,400,83.3333333333333,10,3.33333333333333,3.33333333333333,,unknown,[]
gotas de brillo-shampu,,,,,,,,unknown,[]
Vitamina B5,,20,0,5,0,,,unknown,[]
Tamal Tolimense,,127,6.9,9.3,7.1,0.8,,unknown,[]
McCain Papas Crunchy,,136,1.7,24,3.9,1.9,,unknown,[]
,,,,,,,,,
Lentejas Con Papa Y Zanahoria,Lentejas Con Papa Y Zanahoria,80,5.5,16,0.2,5,,unknown,[]
,,,,,,,,,
Tofú sabor queso,,177.5,10.75,10,11,2.75,,unknown,[]
Colágeno y biotina,,,,,,,,unknown,[]
acondicionador,,,,,,,,unknown,[]
Nuggets de pollo apamados,,218,13,20,10,2.3,,unknown,[]
tricovit,,,,,,,,unknown,[]
contorno,,,,,,,,unknown,[]
protector solar,,,,,,,,unknown,[]
firming neck gel,,,,,,,,unknown,[]
rose mask,,,,,,,,unknown,[]
tonico,,,,,,,,unknown,[]
vaselina,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
Leche Achocolatada,,,,,,,,unknown,[]
Aquagel hidratante,,,,,,,,unknown,[]
Dayamineral,,,,,,,,unknown,[]
moisturizingre juvenating,,,,,,,,unknown,[]
agua de rosas,,,,,,,,unknown,[]
treatment natural,,,,,,,,unknown,[]
aceite,,,,,,,,unknown,[]
buffalo,,,,,,,,unknown,[]
alcohol,,,,,,,,unknown,[]
jabón coco,,,,,,,,unknown,[]
protector solar,,,,,,,,unknown,[]
crema de ácido salicílico,,,,,,,,unknown,[]
seremos combination set,,,,,,,,unknown,[]
protector solar,,,,,,,,unknown,[]
aceite natural de coco y mono de tahiti reparador tratamiento capilar,,,,,,,,unknown,[]
MASTRO FOR MEN,,,,,,,,unknown,[]
cetaphol,,,,,,,,unknown,[]
Pork Rinds,arepa queso,553.333333333333,45.3333333333333,18,33.3333333333333,,,unknown,[]
atomy,,,,,,,,unknown,[]
ole,,,,,,,,unknown,[]
fluidbase,,,,,,,,unknown,[]
Cuaderno Argollado,,,,,,,,unknown,[]
kin b5,,,,,,,,unknown,[]
barber fresh,,,,,,,,unknown,[]
Tratamiento Capilar,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
stay on,,,,,,,,unknown,[]
White gel,,,,,,,,unknown,[]
Aceite costemetico de coco,,,,,,,,unknown,[]
ruta andina,,,,,,,,unknown,[]
AHA/BHA Claryfing Treatment Toner,,,,,,,,unknown,[]
color,color,,,,,,4,unknown,[]
café,café,,,,,,,unknown,[]
,,,,,,,,unknown,[]
Sunscreen cream,,,,,,,,unknown,[]
maní con uvas,,,,,,,,unknown,[]
agua,,,,,,,,unknown,[]
vinagre de manzana,,,,,,,,unknown,[]
vinagre de manzana,,,,,,,,unknown,[]
sea fennel hyaluronic acid,,,,,,,,unknown,[]
serum,,,,,,,,unknown,[]
protector,,,,,,,,unknown,[]
Cábano Con Jalapeño,Cábano Con Jalapeño,228,14.4,6,16.4,,,unknown,[]
ACONDICIONADOR,,,,,,,,unknown,[]
corrector,,,,,,,,unknown,[]
ducales,,,,,,,,unknown,[]
Mega ball,,550,7.85714285714286,55.7142857142857,33.5714285714286,2.85714285714286,,unknown,[]
tónico,,,,,,,,unknown,[]
rice raw pulp,,,,,,,,unknown,[]
acido retinoico loción,,,,,,,,unknown,[]
crema para peinar,,,,,,,,unknown,[]
atún ahumado alamar,,,,,,,,unknown,[]
Makeup setting spray,,,,,,,,unknown,[]
Salmón Ahumado,,141.818181818182,21,1.8,5.6,,,unknown,[]
zoplicona,,,,,,,,unknown,[]
NUDE protect,,,,,,,,unknown,[]
Bi-Pro CLASSIC Vainilla,,376.923076923077,76.9230769230769,3.84615384615385,2.69230769230769,0.384615384615385,,unknown,[]
Tostadas De Platano,,2500,12.5,375,105,0,,unknown,[]
mascarilla capilar fortalecedora con cebolla sin aroma a cebolla,,,,,,,,unknown,[]
copitos,,,,,,,,unknown,[]
aceite cosmético almendras,,,,,,,,unknown,[]
vitamina C,,,,,,,,unknown,[]
iluminador en duo,,,,,,,,unknown,[]
rose,,,,,,,,unknown,[]
Mayochipotle,Mayochipotle,223,0.7,7.8,21,0,4,c,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
Protein Brownie,,340,25,38,12,12,,unknown,[]
protectores diarios,,,,,,,,unknown,[]
blushes,,,,,,,,unknown,[]
Rose hyaluronic acid,,,,,,,,unknown,[]
rodajitas faciales,,,,,,,,unknown,[]
Mermelada Frutos Rojos,Mermelada Frutos Rojos,268,0,65,0.9,0,,unknown,[]
Quatro,,20,,4.9,,,,unknown,[]
acondicionador oliva,,,,,,,,unknown,[]
salchicha manguera,,,,,,,,unknown,[]
ISO P3RF3CT,,352.941176470588,85.2941176470588,2.94117647058824,0,8.82352941176471,,unknown,[]
tas tas,,,,,,,,unknown,[]
repair serum,,,,,,,,unknown,[]
,,,,,,,,,
Salsa De Tomate,,113.333333333333,2,26.6666666666667,0,1.33333333333333,,unknown,[]
limonada de coco,,,,,,,,unknown,[]
Quaker galleta con avena (manzana y canela),,464.285714285714,10.7142857142857,67.8571428571428,17.8571428571429,7.14285714285714,,unknown,[]
proteina vegana,,,,,,,,unknown,[]
Purina,,,,,,,,unknown,[]
polypeptide perilla,,,,,,,,unknown,[]
base líquida,,,,,,,,unknown,[]
Lemmon Pepper Peanuts,,631,26,17,51,8.7,,unknown,[]
radiante cielo,,,,,,,,unknown,[]
Crema para peinar,,,,,,,,unknown,[]
salsa soya,,,,,,,,unknown,[]
lentejas,,,,,,,,unknown,[]
colgate,,,,,,,,unknown,[]
cetirizina,,,,,,,,unknown,[]
Choco cono,,270.526315789474,4.21052631578947,28.4210526315789,15.7894736842105,0.421052631578947,,unknown,[]
polvo compacto,,,,,,,,unknown,[]
Leche en polvo entera,,63,3.2,5,3.4,,,unknown,[]
Gel Antibacterial,,,,,,,,not-applicable,[]
Termo protector,,,,,,,,unknown,[]
skincar de bioaqua,,,,,,,,unknown,[]
clarant B3 Crema anti-manchas,,,,,,,,unknown,[]
agua micelar,,,,,,,,unknown,[]
lidalcyd,,,,,,,,unknown,[]
cacao,,,,,,,,unknown,[]
ultra sheer,,,,,,,,unknown,[]
proteína de arroz y lino,,,,,,,,unknown,[]
green world,,,,,,,,unknown,[]
splash antivacterial,,,,,,,,unknown,[]
Konjac Liangpi Noodles With Sesame Sauce,,130.909090909091,1.81818181818182,10.5454545454545,9.09090909090909,,,unknown,[]
Camarom Precocido Y Desvenado,Camarom Precocido Y Desvenado,81,18,3.2,0.3,3.1,,unknown,[]
Jamón Asado Al Horno D1,Jamón Asado Al Horno D1,95,18,1.8,1.8,,,unknown,[]
seremos para ojos,,,,,,,,unknown,[]
retinol,,,,,,,,unknown,[]
seslash,,,,,,,,unknown,[]
aceite,,828,0,0,92,0,,unknown,[]
crema de caléndula,,,,,,,,unknown,[]
Bolsas para desechos de Mascotas,,,,,,,,unknown,[]
Café instantáneo en polvo,,,,,,,,unknown,[]
papeles de grasa,,,,,,,,unknown,[]
lija,,,,,,,,unknown,[]
protector solar,,,,,,,,unknown,[]
polvo compacto,,,,,,,,unknown,[]
Eggy Pancakes,,390,24,61,6.66666666666667,1,,unknown,[]
Pan Arabe Servilleta,Pan Arabe Servilleta,300,10.375,62.5,1.375,2.125,,unknown,[]
retino age,,,,,,,,unknown,[]
base para uñas,,,,,,,,unknown,[]
polymer. power,,,,,,,,unknown,[]
Atomy subscreen,,,,,,,,unknown,[]
Ultra Clear 3-in-1,,,,,,,,unknown,[]
Chunky,,,,,,,,unknown,[]
ácido hialurónico,,,,,,,,unknown,[]
Ensalada con atún y verduras van camps,,162,15,7.7,7.9,,,unknown,[]
talco antibacterial,,,,,,,,not-applicable,[]
gotas mágicas capilar,,,,,,,,unknown,[]
vitamina c,,,,,,,,unknown,[]
Boa noite,,,,,,,,unknown,[]
aceite desmaquillante,,,,,,,,unknown,[]
cereza y mandarina,,,,,,,,unknown,[]
crema hidratante,,,,,,,,unknown,[]
praimer,,,,,,,,unknown,[]
MATTIFYING PRIMER,,,,,,,,unknown,[]
agua miselar,,,,,,,,unknown,[]
detox,,,,,,,,unknown,[]
Café instantaneo,,,,,,,,unknown,[]
Pantene,,,,,,,4,unknown,[]
Ginkgo biloba,,,,,,,,unknown,[]
tratamiento Vizio,,,,,,,,unknown,[]
retinol serum,,,,,,,,unknown,[]
protector solar,,,,,,,,unknown,[]
Milanesa de Pollo Apanada,Milanesa de Pollo Apanada,223.75,11.375,12.5,15,3.25,,unknown,[]
multiaclarador de lanchas,,,,,,,,unknown,[]
crema cetaphil,,,,,,,,unknown,[]
colageno hidrolizado,,,,,,,,unknown,[]
Jamón De Cerdo,Jamón De Cerdo,128.571428571429,15.2380952380952,10,2.85714285714286,0,,unknown,[]
sunscreen,,,,,,,,unknown,[]
acondicionador,,,,,,,,unknown,[]
tododia,,,,,,,,unknown,[]
lumina,,,,,,,,unknown,[]
dihidrocodeina,,,,,,,,unknown,[]
Aiguillettes végétales,,158,21,1.4,6.5,6,,unknown,[]
Unflavored Whey Isolate,,357.692307692308,80.7692307692308,3.84615384615385,2.30769230769231,0.384615384615385,,unknown,[]
despigmentante  clayax,,,,,,,,unknown,[]
despigmetante clayax,,,,,,,,unknown,[]
Arándanos Con Yogurt,Arándanos Con Yogurt,462,3.2,67,21,4.3,,unknown,[]
Queso Mozzarella,,263.333333333333,18.6666666666667,4.33333333333333,19,0,,unknown,[]
hyaluronic,,,,,,,,unknown,[]
Queso Mozzarella,,283.333333333333,21.3333333333333,0,21.6666666666667,0,,unknown,[]
bebida gasificada,,,,,,,,unknown,[]
Rexona Men,,,,,,,,unknown,[]
salicílic,,,,,,,,unknown,[]
mero macho,,,,,,,,unknown,[]
total atraction,,,,,,,,unknown,[]
body lotion,,,,,,,,unknown,[]
Galletas De Avena,Galletas De Avena,463,7.9,66,23,12,,unknown,[]
Lomos De Antón En Aceite De Oliva,,190.384615384615,25,1.34615384615385,9.42307692307692,0,,unknown,[]
leche de coco,,,,,,,,unknown,[]
Mayonesa,Mayonesa,233.333333333333,0.833333333333333,6.66666666666667,20,,,unknown,[]
Queso doble crema tajado,Queso doble crema tajado,282,21,0,22,0,,unknown,[]
freskitos,,,,,,,,unknown,[]
EMOLIENTE crema,,,,,,,,unknown,[]
Rose hyaluronic,,,,,,,,unknown,[]
Fríjoles Antioqueños,Fríjoles Antioqueños,53,5.1,11,0.2,6.5,,unknown,[]
hair styling,,,,,,,,unknown,[]
Belotti,,,,,,,,unknown,[]
Café Matiz Baileys,,,,,,,,unknown,[]
Café Matiz Baileys,,,,,,,,unknown,[]
suero despigmentante XL,,,,,,,,unknown,[]
"Mix de batata, yuca morada y arracacha","Mix de batata, yuca morada y arracacha",558,2.7,60,34,6.1,,unknown,[]
Lata De atún En Agua,Lata De atún En Agua,95,22,0,0.4004,,,unknown,[]
aceite de oliva,,,,,,,,unknown,[]
Barra Power,,380,22,49,13,6.9,,unknown,[]
proctor solar,,,,,,,,unknown,[]
Pan de arroz tostado,Pan de arroz tostado,386,12,79,3.4,3.9,,unknown,[]
baby lotion,,,,,,,,unknown,[]
Macarrones,Macarrones,343,12,73,1.4,5,,unknown,[]
barra mox,,,,,,,,unknown,[]
Granola Proteina,,372,16,65,7.5,10,,unknown,[]
Rubber base color,,,,,,,,unknown,[]
galletas Ducales,,,,,,,,unknown,[]
yogurt kid,,,,,,,,unknown,[]
Greek Yogurt,,77.3333333333333,8,4.53333333333333,2.93333333333333,0,,unknown,[]
aromatica,,,,,,,,unknown,[]
arroz,,,,,,,,unknown,[]
Crema de leche,,,,,,,,unknown,[]
Aire Sano ambientador desinfectante,,,,,,,,unknown,[]
naranja Postobón,,,,,,,,unknown,[]
pomos de algodon,,,,,,,,unknown,[]
colonia,,,,,,,,unknown,[]
Leche Semidescremada Deslactosada,,46,3.1,4.9,1.5,,,unknown,[]
Arepas Yuca Con Queso,Arepas Yuca Con Queso,274,9,35,11,1.7,,unknown,[]
Chorizo De Cerdo,Chorizo De Cerdo,323.809523809524,20.6349206349206,3.33333333333333,25.3968253968254,,,unknown,[]
triclimbac,,,,,,,,unknown,[]
Chocolate Chips,Chips Sabor A Chocolate Semiamargo,525,4.3,65,28,3.3,,unknown,[]
arequipe,,,,,,,,unknown,[]
z full,,,,,,,,unknown,[]
Mantequilla SIN SAL,Mantequilla Sin Sal,1877.5,0,1.42857142857143,82.8571428571429,0,,unknown,[]
sombras,,,,,,,,unknown,[]
sol,,,,,,,,unknown,[]
children,,,,,,,,unknown,[]
carrot vitamina c,,,,,,,,unknown,[]
acondiccionador con extrato de cebolla,,,,,,,,unknown,[]
arroz donora,,,,,,,,unknown,[]
Fruitsilk,,,,,,,,unknown,[]
Alcohol,,,,,,,,unknown,[]
pan de uva,,,,,,,,unknown,[]
panderitos,,,,,,,,unknown,[]
aceite de coco,,,,,,,,unknown,[]
tostadas,Tostadas Sabor Mantequilla,405.714285714286,13.1428571428571,74.2857142857143,7.14285714285714,4.57142857142857,,unknown,[]
bioaqua,,,,,,,,unknown,[]
refrescante bucal,,,,,,,,unknown,[]
aceite capilar argan,,,,,,,,unknown,[]
anticaida y crecimiento,,,,,,,,unknown,[]
Pepsi black,,,,,,,,unknown,[]
tabletas de alcachofa,,,,,,,,unknown,[]
essential,,,,,,,,unknown,[]
polvo compacto,,,,,,,,unknown,[]
Bourbon Barbecue Sauce,,95,1,22,0.6,1.3,,unknown,[]
Baby wipes,,,,,,,,unknown,[]
MIRRINGO,,,,,,,,unknown,[]
Leche Sabor Original,,48.5,3.35,4.65,1.85,0,,unknown,[]
FINO Light,FINO Light,900,0,0,100,0,2,b,"['en:fats-and-sauces', 'en:fats']"
liquid gold,,,,,,,,unknown,[]
fresubin,,,,,,,,unknown,[]
desodorante en aerosol,,,,,,,,unknown,[]
Salsa Picante Artesanal,Salsa Picante Artesanal,32,0.87,6,0.4,0.1,,unknown,[]
Yogurt Griego Arándanos,Yogurt Griego Arándanos,111.851851851852,6.66666666666667,11.1111111111111,4.59259259259259,,,unknown,[]
tratamiento,,,,,,,,unknown,[]
aceite,,,,,,,,unknown,[]
Acondicinador,,,,,,,,unknown,[]
cotton,,,,,,,,unknown,[]
aceite capilar COCO,,,,,,,,unknown,[]
Cereal De Avena Con Arándanos,Cereal De Avena Con Arándanos,390,6,86.6666666666667,3,4.66666666666667,,unknown,[]
Aceite de coco,,,,,,,,unknown,[]
Arepas de chocolo,Arepas de chocolo,173,3.2,42,0.6,6.4,,unknown,[]
Tortilla de harina de trigo Integral,Tortilla de harina de trigo Integral,277,6.9,50,6.3,3.5,,unknown,[]
"Milanaises de volaille ""100% filet"" x2",,209,11,21,8.5,2.1,3,c,[]
,,,,,,,,unknown,[]
muuu,,,,,,,,unknown,[]
Ponds,,,,,,,,unknown,[]
Mezcla Con Panela,Mezcla Con Panela,9.6,0,2.4,0,0,,unknown,[]
leche entera,,,,,,,,unknown,[]
compota de pera,,,,,,,,unknown,[]
tratamiento capilar,,,,,,,,unknown,[]
espuma limpiadora,,,,,,,,unknown,[]
ácido salicilico,,,,,,,,unknown,[]
vaselina para bebe,,,,,,,,unknown,[]
Nosotras,,,,,,,,unknown,[]
Maquillaje,,,,,,,,unknown,[]
polvo perros y gatos,,,,,,,,unknown,[]
crema,,,,,,,,unknown,[]
Bioderma,,,,,,,,unknown,[]
aceite de almendra,,,,,,,,unknown,[]
Plex Maxy,,,,,,,,unknown,[]
milagros,,,,,,,,unknown,[]
Hojuelas De Maíz Azucaradas,Hojuelas De Maíz Azucaradas,380,4,93.3333333333333,0,3.33333333333333,,unknown,[]
Serum con ácido salicilico,,,,,,,,unknown,[]
Arepa Con Soya,Arepa Con Soya,160,6,35,0.8,5.4,,unknown,[]
crema,,,,,,,,unknown,[]
crema,,,,,,,,unknown,[]
espectorante,,,,,,,,unknown,[]
Arepa Integral,,170,3,34.4444444444444,3,3.66666666666667,,unknown,[]
bioaqua vitamin c toner,,,,,,,,unknown,[]
Mantequilla De Mano,Mantequilla De Mano,628,25,20,52,5.5,,unknown,[]
leche,,,,,,,,unknown,[]
espagueti,,,,,,,,unknown,[]
Pan Tajado Multigranos,Pan Tajado Multigranos,352,10,62,7,3.6,,unknown,[]
Chorizo de cerdo santarrosano,Chorizo de cerdo santarrosano,153,17,0.1,9.4,,,unknown,[]
Maní confitado,Maní confitado,507,16,50,29,9.2,,unknown,[]
despigmentador cutáneo,,,,,,,,unknown,[]
trolli,,,,,,,,unknown,[]
Sun care,,,,,,,,unknown,[]
harina precocida de maiz,,,,,,,,unknown,[]
keratine,,,,,,,,unknown,[]
Yogurt Griego Frutos Rojos,Yogurt Griego Frutos Rojos,106,4.9,8.2,6.6,2.9,,unknown,[]
Queso Mozarella,,321.875,29.0625,0,23.125,,,unknown,[]
Salchichon Fino,,180,13,5,12,,,unknown,[]
jabón intimo,,,,,,,,unknown,[]
centella asiática,,,,,,,,unknown,[]
Pan Seis Granos,Pan Seis Granos,260,12.2857142857143,51.4285714285714,2,4.57142857142857,,unknown,[]
acido glicólico,,,,,,,,unknown,[]
mascarilla,,,,,,,,unknown,[]
Mango Biche,,315.384615384615,3.84615384615385,75.3846153846154,0,0,,unknown,[]
Repolarizador,,,,,,,,unknown,[]
niacina,,,,,,,,unknown,[]
niacina,,,,,,,,unknown,[]
milagros,,,,,,,,unknown,[]
Sesame Paste Noodle,,400,10,65.8,10.8,,,unknown,[]
Sirope De Maple,,120,0,30,0,0,,unknown,[]
Helado Vainilla Sin Azúcar,Helado Vainilla Sin Azúcar,148.888888888889,5.11111111111111,20.8888888888889,6.66666666666667,7.11111111111111,,unknown,[]
Protein Wild Golden,,330,25,38,12,12,,unknown,[]
Avena En Hojuelas,Avena En Hojuelas,336,12.8,56,9.2,12.8,,unknown,[]
jugo,,,,,,,,unknown,[]
Intense,,66.6666666666667,0,16.6666666666667,0,13.3333333333333,,unknown,[]
savital,,,,,,,,unknown,[]
Hash brown,,174.285714285714,1.42857142857143,20,10.5714285714286,1.71428571428571,,unknown,[]
Cottage Cheese,,78.1818181818182,10,4.90909090909091,2.09090909090909,0,,unknown,[]
colonia,,,,,,,,unknown,[]
mascarilla pelos rubios,,,,,,,,unknown,[]
Tropical Pulpa De Fruta,,48,0.5,12,0,,,unknown,[]
Pea Protein,,400,83.3333333333333,0,5,,,unknown,[]
Paleta Pasión,Paleta Pasión,145.833333333333,2.08333333333333,23.6111111111111,4.58333333333333,0,,unknown,[]
desodorante,,,,,,,,unknown,[]
protector solar karite,,,,,,,,unknown,[]
Garbanzos,,328.333333333333,18.3333333333333,63.3333333333333,4.16666666666667,18.3333333333333,,unknown,[]
Veggie Powder Protein (Chocolate),,47,7.1,2.9,1.2,1.8,,unknown,[]
blossoming petals,,,,,,,,unknown,[]
dentro sensible,,,,,,,,unknown,[]
Yogurt Griego Sin Dulce,Yogurt Griego Sin Dulce,83,5.6,6.5,3.8,,,unknown,[]
Colombia,,,,,,,,unknown,[]
salsa china,,,,,,,,unknown,[]
sal marina,,,,,,,,unknown,[]
orégano,,,,,,,,unknown,[]
leche,,,,,,,,unknown,[]
Arepa De Maíz Integral Multigrano,,140,4,33.75,0,5.25,,unknown,[]
Yogurt Sin Dulce,,44,3.46666666666667,4,1.53333333333333,,,unknown,[]
Resveratrol complex,,,,,,,,unknown,[]
Pescado en conserva en salsa de tomate,Pescado en conserva en salsa de tomate,84,16,2,1.4,,,unknown,[]
mi celular water,,,,,,,,unknown,[]
acetato de aluminio,,,,,,,,unknown,[]
leche,,,,,,,,unknown,[]
Tratamiento capilar crece pelo,,,,,,,,unknown,[]
Tocineta Ahumada,Tocineta Ahumada,353,14,0,33,0,,unknown,[]
