product_name,product_name_es,energy-kcal_100g,proteins_100g,carbohydrates_100g,fat_100g,fiber_100g,nova_group,nutrition_grades,food_groups_tags
Quinoa club,,450,6.66666666666667,74.1666666666667,15,2.5,,d,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
aceite de coco liquido,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
deditos,deditos,482.608695652174,5.21739130434783,73.9130434782609,19.1304347826087,0.869565217391304,,e,"['en:sugary-snacks', 'en:sweets']"
,,,,,,,,unknown,[]
duraznos almibar,duraznos almibar,,,,0,,,unknown,[]
NutriBaby Premium Bienestar,,,1.5,7,3.5,0.8,,unknown,[]
BUDDHI BLUE,,,,,,,,unknown,[]
spaghetti integral multicereal,spaghetti integral multicereal,344,12,76,1.5,11,1,a,"['en:cereals-and-potatoes', 'en:cereals']"
Finesse (yogurt con probióticos),Finesse (yogurt con probióticos),43.3333333333333,3.73333333333333,7.33333333333333,0,0,4,a,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Barra de cereal con nueces y arándanos Tosh,Barra de cereal con nueces y arándanos Tosh,409,11,59,18,17,4,c,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Nuthos Maní Mezcla Sensación,Nuthos Maní Mezcla Sensación,536.666666666667,18.3333333333333,40,36.6666666666667,9.66666666666667,4,d,"['en:salty-snacks', 'en:nuts']"
latti leche semidescremada,latti leche semidescremada,,,,,,,unknown,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
,,,,,,,,,
,,,,,,,,unknown,"['en:milk-and-dairy-products', 'en:ice-cream']"
Fitness Original,Fitness Original,366.666666666667,10,80,3.33333333333333,10,,a,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Dejamu Parfait Arándanos,Dejamu Parfait Arándanos,130,5.75,15,5.375,0.625,4,b,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Maizena,Maizena,,,,,,2,unknown,"['en:cereals-and-potatoes', 'en:cereals']"
Submarinos Fresa,Submarinos Fresa,368.571428571429,4.85714285714286,57.1428571428571,14,2,,unknown,[]
Bénet Proteína,Bénet Proteína,363.636363636364,81.8181818181818,9.09090909090909,4.54545454545455,0,,d,[]
arepas maíz,Arepa De Maiz De Chocolo,186.25,4.75,43.75,0.625,6,,unknown,[]
Not Milk,Not Milk,46,1.6,1.8,3.3,,4,c,"['en:beverages', 'en:plant-based-milk-substitutes']"
,,356,6.1,87,0,9.3,,b,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Tosh Maní y Pasas,Tosh Maní y Pasas,,,,,,,unknown,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Aji-no-men sabor Carne,Aji-no-men sabor Carne,,,,,,4,c,"['en:cereals-and-potatoes', 'en:cereals']"
Monticello Penne Rigate No. 42 Integral,Monticello Penne Rigate No. 42 Integral,337.5,11.625,75,1.5,11,1,unknown,"['en:cereals-and-potatoes', 'en:cereals']"
Yogurt Griego Sin Azúcares Añadidos,Yogurt Griego Sin Azúcares Añadidos,66,8,8.66666666666667,0,0,1,a,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Pan blanco,,314.814814814815,11.1111111111111,59.2592592592593,2.77777777777778,1.85185185185185,,c,"['en:cereals-and-potatoes', 'en:bread']"
Tostadas Clásicas,Tostadas Clásicas,,,,,,,unknown,"['en:cereals-and-potatoes', 'en:bread']"
,Vita Latti Fresa,33.3333333333333,3.33333333333333,4.66666666666667,0,0,4,a,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Yogurt Griego Sabor Natural,Yogurt Griego Sabor Natural,79.3333333333333,8,4.53333333333333,3.13333333333333,0,4,a,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Yox con Defensis,Yox con Defensis,90,2,15,2,0,,e,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Arándanos deshidratados,Arándanos deshidratados,333.333333333333,0,83.3333333333333,0,10,3,d,"['en:fruits-and-vegetables', 'en:dried-fruits']"
Hony Bran,Hony Bran,444,6.7,75,13,2.3,4,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Crema de Leche,Crema de Leche,400,0,6.66666666666667,40,0,,d,[]
Noel Wafers Vainilla,Noel Wafers Vainilla,458.333333333333,4.16666666666667,70.8333333333333,18.75,0,4,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Maní Moto,Maní Moto,500,20,47.5,25,,4,c,"['en:salty-snacks', 'en:nuts']"
Hatsu Tea Red Berries,Hatsu Tea Frutos Rojos,35,0,8.5,0,,3,d,"['en:beverages', 'en:sweetened-beverages']"
Chocolate Negro 70% 0% Azúcares Añadidos,Chocolate Negro 70% 0% Azúcares Añadidos,481,11,34,36,,4,d,"['en:sugary-snacks', 'en:chocolate-products']"
ensalada de vegetales,ensalada de vegetales,82.1052631578947,4.52631578947368,16.8421052631579,0.210526315789474,2.94736842105263,,unknown,[]
Poker,Poker,,,,,,,unknown,[]
Nutella Ferrero,Nutella,542,6.3,58,31,3,4,e,"['en:sugary-snacks', 'en:sweets']"
Ducales,Ducales,474,8.1,70,18,2.1,4,e,"['en:salty-snacks', 'en:appetizers']"
Esencia sabor a Vainilla,,,,,,,,unknown,[]
Granola,Granola,363.636363636364,10.9090909090909,78.1818181818182,3.63636363636364,12.7272727272727,4,a,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Granola proteina Hello Day,,380,20,62,6,,,unknown,[]
Pancake & Waffle Avena Mix,Pancake & Waffle Avena Mix,90,,15,2,,4,unknown,[]
Klim clásica x 360 gr,Klim clásica x 360 gr,500,23.0769230769231,38.4615384615385,26.9230769230769,,,unknown,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Potato ships,Potato ships,531.25,6.25,50,37.5,6.25,4,e,"['en:salty-snacks', 'en:appetizers']"
Papas Fritas Sabor Natural,Papas Fritas Sabor Natural,500,6.66666666666667,60,26.6666666666667,6.66666666666667,3,d,"['en:salty-snacks', 'en:appetizers']"
Arándanos Deshidratados Tosh,Arándanos Deshidratados Tosh,366.666666666667,0,86.6666666666667,0,3.33333333333333,4,d,"['en:fruits-and-vegetables', 'en:dried-fruits']"
Trululu Gusanos Ácidos,Trululu Gusanos Ácidos,375,0,87.5,0,0,4,e,"['en:sugary-snacks', 'en:sweets']"
Arroz Diana,Arroz Diana,345,7.3,78,0.8,1.8,,unknown,"['en:cereals-and-potatoes', 'en:cereals']"
Fitness Original,Fitness Original,366.666666666667,10,80,3.33333333333333,10,4,a,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Soy Plus Mujer Vainilla,Soy Plus Mujer Vainilla,,,,,,4,unknown,"['en:beverages', 'en:plant-based-milk-substitutes']"
Tostaos,Tostaos,,,,,,,unknown,[]
Emulsión de Scott,Emulsión de Scott,,,,,,,unknown,[]
Quesito,Quesito,175,9.9,6.8,12,,,d,"['en:milk-and-dairy-products', 'en:cheese']"
NOT MILK,,44,1.7,6.1,1.4,4.6,4,c,"['en:beverages', 'en:plant-based-milk-substitutes']"
parfait,parfait,,,,,,,unknown,[]
Galletas RITZ,Galletas RITZ,491.071428571429,8.92857142857143,,17.8571428571429,0,4,e,"['en:salty-snacks', 'en:appetizers']"
Mermelada de Mora,Mermelada de Mora,300,0,73.3333333333333,0,0,4,d,"['en:sugary-snacks', 'en:sweets']"
Kibo Spaghetti con Proteína de Arveja,Kibo Spaghetti con Proteína de Arveja,362.5,21.25,63.75,2.5,3.75,,a,"['en:cereals-and-potatoes', 'en:cereals']"
,,,,,,,,unknown,[]
Chupa Chups Sour Bites,,104,0.8,24,0.5,0,4,c,"['en:sugary-snacks', 'en:sweets']"
Crökan Pasas,Crökan Pasas,480,8,72,16,8,4,d,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Crakeñas,Crakeñas,416,5.6,76,14,4.8,,c,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Yogurt Light Deslactosado Durazno,Yogurt Light Deslactosado Durazno,44.4444444444444,4.44444444444444,6.11111111111111,0,0,1,b,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Boggy Fresa,Boggy Fresa,46.2962962962963,1.85185185185185,10.1851851851852,0,0,4,c,[]
Chocolisto,,,,,,,,unknown,[]
Tortillas de Harina Integral,Tortillas de Harina Integral,322.58064516129,6.45161290322581,48.3870967741936,9.67741935483871,9.67741935483871,4,d,"['en:cereals-and-potatoes', 'en:cereals']"
Colcafé Coffee Crem,Colcafé Coffee Crem,,,,,,4,unknown,[]
Lomitos de Atún en Agua,Lomitos de Atún en Agua,50,10,0,1.5,0,1,a,"['en:fish-meat-eggs', 'en:fish-and-seafood', 'en:fatty-fish']"
Pringles Barbacoa,Pringles Barbacoa,518,5,57,30,3.8,4,d,"['en:cereals-and-potatoes', 'en:potatoes']"
Nutella,,520,8,56,32,4,,e,"['en:sugary-snacks', 'en:sweets']"
Salsa bbq,,,,,,,,unknown,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
syrup,syrup,,0,30,0,,4,unknown,[]
Jet Wafer,Jet Wafer,504,4.8,65,25,1.9,,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Lomitos de Atún en Agua,Lomitos de Atún en Agua,109.090909090909,23.6363636363636,0,1.81818181818182,0,3,a,"['en:fish-meat-eggs', 'en:fish-and-seafood', 'en:fatty-fish']"
Yogurt Light Deslactosado Fresa,Yogurt Light Deslactosado Fresa,44.4444444444444,4.44444444444444,6.11111111111111,0,0,4,c,"['en:beverages', 'en:artificially-sweetened-beverages']"
Creamy Mash Peanut Butter,Creamy Mash Peanut Butter,700,26.6666666666667,30,53.3333333333333,6.66666666666667,4,e,"['en:salty-snacks', 'en:salty-and-fatty-products']"
Leche deslactosada,Leche deslactosada,45.8333333333333,3.33333333333333,4.16666666666667,1.45833333333333,0,4,b,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Dulcesita,Dulcesita,,,,,,,unknown,"['en:sugary-snacks', 'en:sweets']"
,,,,,,,,unknown,[]
Croutons Caesar,Croutons Caesar,428.571428571429,14.2857142857143,71.4285714285714,14.2857142857143,0,4,e,"['en:cereals-and-potatoes', 'en:bread']"
Leche Semidescremada Deslactosada Parmalat,Leche Semidescremada Deslactosada Parmalat,45.8333333333333,3.33333333333333,4.16666666666667,1.66666666666667,0,4,b,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Yogurt Griego Frutos Amarillos,Yogurt Griego Frutos Amarillos,81.25,7.5,8.125,1.5625,0.625,4,a,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Galletas Tipo Leche,Galletas Tipo Leche,394,5.3,74,8.8,2,4,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Arroz del Llano,Arroz del Llano,230,4,53,0,1,,b,"['en:cereals-and-potatoes', 'en:cereals']"
Nachos Sal Marina Tortilla Chips & Sea Salt,Nachos Sal Marina Tortilla Chips & Sea Salt,433.333333333333,6.66666666666667,70,10,6.66666666666667,3,c,"['en:salty-snacks', 'en:appetizers']"
Natilla con sabor a arequipe,Natilla con sabor a arequipe,382,0,94.1,0,0,4,e,[]
Tosh Pasión,Tosh Pasión,138.888888888889,1.38888888888889,23.6111111111111,4.16666666666667,0,,c,"['en:milk-and-dairy-products', 'en:ice-cream']"
Desayuno Integral,Desayuno Integral,430,6.9,63,17,10,,c,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Mayonesa Light,Mayonesa Light,233.333333333333,0,13.3333333333333,20,0,4,c,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
Avena Deslactosada,Avena Deslactosada,70,2,11.5,2,0.5,4,e,"['en:beverages', 'en:plant-based-milk-substitutes']"
,,466.666666666667,6.66666666666667,76.6666666666667,13.3333333333333,6.66666666666667,,unknown,[]
Tosh Mix Primaveral,Tosh Mix Primaveral,514.285714285714,14.2857142857143,51.4285714285714,28.5714285714286,5.71428571428571,,e,[]
Frutiño Frutos Rojos,Frutiño Frutos Rojos,,,,,,,not-applicable,[]
Rama Light,Rama Light,321.428571428571,0,0,35.7142857142857,0,4,d,"['en:salty-snacks', 'en:salty-and-fatty-products']"
Wafer Jet,Wafer Jet,512,4.4,65,26,2.7,4,unknown,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Emulsión de Scott Tradicional,Emulsión de Scott Tradicional,,,,,,,unknown,[]
Compota de Pera,Compota de Pera,,,,,,,unknown,"['en:fruits-and-vegetables', 'en:fruits']"
Ensalada Campesina,Ensalada Campesina,76.9230769230769,4.61538461538461,10,0.769230769230769,5.38461538461539,3,unknown,"['en:composite-foods', 'en:one-dish-meals']"
Arepa de Maíz Pincho,Arepa de Maíz Pincho,133.333333333333,3.33333333333333,2.66666666666667e-05,0,,3,c,"['en:cereals-and-potatoes', 'en:cereals']"
Atún Rallado en Aceite al Natural,Atún Rallado en Aceite al Natural,183.333333333333,26.6666666666667,0,8.33333333333333,0,3,c,"['en:fish-meat-eggs', 'en:fish-and-seafood', 'en:fatty-fish']"
Leche Condensada,Leche Condensada,366.666666666667,6.66666666666667,60,10,0,4,e,"['en:sugary-snacks', 'en:sweets']"
Frijoles,Frijoles,,,,,,,unknown,"['en:cereals-and-potatoes', 'en:legumes']"
Salmón Ahumado,Salmón Ahumado,160,18,2,8,0,,c,"['en:fish-meat-eggs', 'en:meat', 'en:meat-other-than-poultry']"
Turkey Breast Oven Roasted,Turkey breast,107.142857142857,17.8571428571429,7.14285714285714,1.78571428571429,0,4,d,"['en:fish-meat-eggs', 'en:processed-meat']"
Jugo de Mandarina,Jugo de Mandarina,35,0.5,9,0,0.5,1,b,"['en:beverages', 'en:unsweetened-beverages']"
Tosh Granola Crunchy Manzana,Tosh Granola Crunchy Manzana,400,8.57142857142857,77.1428571428571,4.28571428571429,8.57142857142857,,c,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Crachos Tortillas de Harina,Crachos Tortillas de Harina,,5,39,0,0,4,unknown,[]
Trululu Gusanos Ácidos,Trululu Gusanos Ácidos,348.958333333333,4.16666666666667,83.3333333333333,0,,4,e,"['en:sugary-snacks', 'en:sweets']"
Saltinas Integrales,Saltinas Integrales,424.242424242424,9.09090909090909,69.6969696969697,12.1212121212121,0,4,d,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Corona Mezcla para Pancakes,Corona Mezcla para Pancakes,357.142857142857,7.14285714285714,75,0,3.57142857142857,,unknown,[]
Mayonesa La Constancia,Mayonesa La Constancia,,,,,,,unknown,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
Popsy Vainilla Gourmet Helado Cremoso,Popsy Vainilla Gourmet Helado Cremoso,266.666666666667,3.33333333333333,26.6666666666667,16.6666666666667,0,4,c,"['en:milk-and-dairy-products', 'en:ice-cream']"
Vive100,Vive100,50,0,12,0,0,4,e,"['en:beverages', 'en:artificially-sweetened-beverages']"
La Constancia Mayonesa,La Constancia Mayonesa,300,0,13.3333333333333,26.6666666666667,0,,d,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
natu stevia,,,,,,,,unknown,[]
Doria Bucatini,Doria Bucatini,350,13.75,73.75,0,5,,a,"['en:cereals-and-potatoes', 'en:cereals']"
Bee'Dony,Bee'Dony,,,,,,,unknown,"['en:sugary-snacks', 'en:sweets']"
Café Águila Roja,Café Águila Roja,,,,,,,unknown,[]
Granola Crunchy Chocolate,Tosh Granola Crunchy Chocolate,428.571428571429,8.57142857142857,71.4285714285714,17.1428571428571,5.71428571428571,,e,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Salsa Queso Cheddar,Salsa Queso Cheddar,,,,,,,unknown,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
Carne de diablo ze,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
Taeq Gelatina Fresa,Taeq Gelatina Fresa,,,,,,,unknown,[]
Milo Anillos,Milo Anillos,433.333333333333,7.08333333333333,66.6666666666667,15,1.25,4,e,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Külfi helado gourmet chocolate,Külfi helado gourmet chocolate,,,,,,4,unknown,"['en:milk-and-dairy-products', 'en:ice-cream']"
Bebida de Almendras Original,Bebida de Almendras Original,29.1666666666667,0.416666666666667,4.16666666666667,1.25,0.833333333333333,4,c,"['en:beverages', 'en:plant-based-milk-substitutes']"
Cocoato,Cocoato,66.0377358490566,3.77358490566038,6.60377358490566,2.83018867924528,5.66037735849057,4,a,[]
Leche Condensada Latti,Leche Condensada Latti,300,6.66666666666667,56.6666666666667,6.66666666666667,0,4,e,[]
Nescafe Tradición,Nescafe Tradición,,,,,,,unknown,[]
Rosquillas Caleñas,Rosquillas Caleñas,59,0.6,13,0.6,0.5,3,a,"['en:cereals-and-potatoes', 'en:bread']"
Jugo Hit Mora Sin Azúcar Añadida,Jugo Hit Mora Sin Azúcar Añadida,5,0,1,0,0,4,c,"['en:beverages', 'en:artificially-sweetened-beverages']"
Maizena Multicereal Infantil,Maizena Multicereal Infantil,357.142857142857,0,85.7142857142857,0,14.2857142857143,4,not-applicable,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
SunTea Durazno,SunTea Durazno,416.666666666667,0,100,0,0,4,unknown,"['en:beverages', 'en:sweetened-beverages']"
Salchichas Ranchera,,243,15,2.3,16,0,,e,"['en:fish-meat-eggs', 'en:processed-meat']"
Sonne Esparcible a Base de Canola,Sonne Esparcible a Base de Canola,500,0,0,57.1428571428571,0,4,d,"['en:fats-and-sauces', 'en:fats']"
Pan integral,,283.582089552239,,47.7611940298507,4.47761194029851,8.95522388059702,,unknown,[]
"Agua con Colageno, Pepino y Limón","Agua con Colageno, Pepino y Limón",,,,,,,unknown,[]
Salsa de Tomate,Salsa de Tomate,,,,,,,unknown,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
Ginger Ale con Extracto Natural de Jengibre,Ginger Ale con Extracto Natural de Jengibre,0,0,0,0,0,4,c,"['en:beverages', 'en:artificially-sweetened-beverages']"
Country Ranch Aceite de Soya,Country Ranch Aceite de Soya,800,0,0,90,0,,c,"['en:fats-and-sauces', 'en:fats']"
Choclitos Picante,Choclitos Picante,,,,,,,unknown,[]
Galletas Integrales con Avena y Ajonjolí,Galletas Integrales con Avena y Ajonjolí,444.444444444444,11.1111111111111,74.0740740740741,11.1111111111111,7.40740740740741,4,d,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Yogurt Griego,Yogurt Griego,140,11,5.9,7.8,,,unknown,[]
Trululu Aros,Trululu Aros,,1,10,0,0,4,unknown,"['en:sugary-snacks', 'en:sweets']"
Gelatina Sin Sabor,Gelatina Sin Sabor,,,,,,4,not-applicable,[]
Merkén Receta de la Abuela,Merkén Receta de la Abuela,33,2.7,2.6,1.3,0,,not-applicable,[]
Chicharrón americano,,533.333333333333,60,,33.3333333333333,6.66666666666667,,unknown,[]
Crema y Cebolla,Crema y Cebolla,544,4.8,60,32,3.6,4,d,"['en:cereals-and-potatoes', 'en:potatoes']"
Bicarbonato de sodio,Bicarbonato de sodio,,,,,,1,not-applicable,[]
Gel'hada Sabor a Piña,Gel'hada Sabor a Piña,375,25,75,0,0,4,e,[]
Arroz Leopardo,Arroz Leopardo,370,6,84,1,1,,b,"['en:cereals-and-potatoes', 'en:cereals']"
limpio,limpio,,,,,,,unknown,[]
Yogurt Griego Mora y Arándanos,Yogurt Griego Mora y Arándanos,80,6,13.3333333333333,0,0,,b,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Salchichón de Cerdo,Salchichón de Cerdo,181.818181818182,9.09090909090909,18.1818181818182,4.54545454545455,0,4,d,"['en:fish-meat-eggs', 'en:processed-meat']"
FRESI KRISPIS,,330,2,78,0,,,unknown,[]
Jus de Fruit,,33.333,0,8.5,0,,,unknown,[]
Arroz Blanco 75% de Grano Blanco,Arroz Blanco 75% de Grano Blanco,360,8,80,0,4,,b,"['en:cereals-and-potatoes', 'en:cereals']"
Avena Molida Don Pancho,Avena Molida Don Pancho,391.304347826087,13.0434782608696,69.5652173913043,8.69565217391304,13.0434782608696,1,a,"['en:cereals-and-potatoes', 'en:cereals']"
Pan Harina Integral,Pan Harina Integral,426.66666666667,6.6666666666667,76.666666666667,5,21,1,a,"['en:cereals-and-potatoes', 'en:cereals']"
Aji Picante,,,,,,,,unknown,[]
Pan Tajado Integral,Pan Tajado Integral,309.52380952381,9.04761904761905,61.9047619047619,0,0.761904761904762,4,c,"['en:cereals-and-potatoes', 'en:bread']"
Quinoa con Cobertura con Vegetales y Sabor a Yogurt,Quinoa con Cobertura con Vegetales y Sabor a Yogurt,600,5,50,40,10,4,d,[]
Mezcla Premium,Mezcla Premium,633.333333333333,26.6666666666667,23.3333333333333,50,10,3,d,"['en:salty-snacks', 'en:nuts']"
Agua Con Gas,Agua Con Gas,,,,,,1,unknown,"['en:beverages', 'en:waters-and-flavored-waters']"
Vinagre Blanco,Vinagre Blanco,0,0,0,0,,4,not-applicable,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
,,,,,,,,unknown,[]
GALLETA DE ARROZ CON ARÁNDANOS,,90,2,2,2,3,4,unknown,[]
Cheerios miel,Cheerios miel,333.33333333333,6.6666666666667,80,3.3333333333333,3.3333333333333,4,d,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
Soy Plus Sin Lactosa Vainilla,Soy Plus Sin Lactosa Vainilla,454.545454545455,21.2121212121212,48.4848484848485,18.1818181818182,0,4,e,"['en:beverages', 'en:plant-based-milk-substitutes']"
Pringles Sabor a Crema y Cebolla,Pringles Sabor a Crema y Cebolla,525,5,62.5,27.5,2.5,4,e,"['en:cereals-and-potatoes', 'en:potatoes']"
Margarina de Soya con Sal,Margarina de Soya con Sal,800,0,0,86.6666666666667,0,4,e,"['en:salty-snacks', 'en:salty-and-fatty-products']"
canela molida,canela molida,,,,,,,not-applicable,[]
Yogurt griego,Yogurt Griego Descremado,54,9.33333333333333,4.13333333333333,0,,,unknown,[]
,,400,6.66666666666667,80,6.66666666666667,0,4,d,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
,,,,,,,,unknown,[]
Fuze Tea Herbales Té Negro Sabor a Manzana Limonaria,Fuze Tea Herbales Té Negro Sabor a Manzana Limonaria,20,0,5,0,0,4,d,"['en:beverages', 'en:sweetened-beverages']"
Quinoa Club,Quinoa Club,45,1,8,1,0,4,a,[]
konfyt Gelatina de frambuesa,konfyt Gelatina de frambuesa,5,1,0,0,0,4,a,[]
Quaker 100% Pasas y Chia,Quaker 100% Pasas y Chia,433.333333333333,10,66.6666666666667,20,10,,d,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Imitación Manjar de Leche,Imitación Manjar de Leche,160,4.66666666666667,31.3333333333333,2,0,,c,"['en:sugary-snacks', 'en:sweets']"
sandra,,,,,,,,unknown,[]
Sancao 80%,Sancao 80%,600,10,35,50,12.5,,d,"['en:sugary-snacks', 'en:chocolate-products']"
Cheetos,,500,,40,300,,,unknown,[]
Pan de perro,Pan De Perro,272.058823529412,11.0294117647059,55.8823529411765,1.47058823529412,1.47058823529412,,unknown,[]
Natri galletas rellenas,Natri galletas rellenas,150,2,26,4.5,1,4,c,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Maduritos,Maduritos,484,0.8,72,22.4,6,,d,[]
El Rodeo,El Rodeo,,,,,,4,unknown,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
arros valle grande,arros valle grande,,,,,,,unknown,"['en:cereals-and-potatoes', 'en:breakfast-cereals']"
,,,,,,,,unknown,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
,,,,,,,,unknown,[]
Nesquik Fresa x 200 gr,Nesquik Fresa x 200 gr,384.615384615385,0,100,0,0,4,e,"['en:beverages', 'en:sweetened-beverages']"
Colombiana,,18.75,0,4.58333333333333,0,,,c,"['en:beverages', 'en:sweetened-beverages']"
Salsa de tomate,,15,,4,,,,unknown,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
,,,,,,,,unknown,[]
Huevos,,,,,,,,unknown,"['en:fish-meat-eggs', 'en:eggs']"
cheetos,cheetos,,,,,,,unknown,[]
crema de maní Tote,crema de maní Tote,666.666666666667,30,13.3333333333333,53.3333333333333,3.33333333333333,,e,"['en:sugary-snacks', 'en:sweets']"
Bebida achoçolatada,,80,1,17,1,1,,unknown,[]
Queso Mozarella Alpina,Queso Mozarella Alpina,333.333333333333,30,0,23.3333333333333,0,3,d,"['en:milk-and-dairy-products', 'en:cheese']"
,,278.688524590164,9.83606557377049,49.1803278688525,4.0983606557377,8.19672131147541,4,b,"['en:cereals-and-potatoes', 'en:bread']"
Yox con Defensis Vainilla,Yox con Defensis Vainilla,90,3,16,2,0,4,e,"['en:beverages', 'en:sweetened-beverages']"
Almendras Naturales,Almendras Naturales,600,20,20,50,13.3333333333333,,a,"['en:salty-snacks', 'en:nuts']"
Golden cinnamon roll spread,,611,16,29,51,11,4,unknown,[]
el fortín. atún rallado en agua,el fortín. atún rallado en agua,109.090909090909,18.1818181818182,,4,,3,unknown,"['en:fish-meat-eggs', 'en:fish-and-seafood', 'en:fatty-fish']"
De Todito BBQ,,475,12.5,50,27.5,5,,unknown,[]
jamón de cerdo pietran,jamón de cerdo pietran,109.756097560976,14.6341463414634,7.31707317073171,2.4390243902439,0,4,d,"['en:fish-meat-eggs', 'en:processed-meat']"
Limonara con gas,,1,0,0,0,0,,unknown,[]
,,403,11,76,7.5,6.5,,unknown,[]
CRÖKAN Galletas Integrales con Avena | Uvas y Ciruelas Pasas,Crökan - Galletas Integrales con Avena | Uvas y Ciruelas Pasas,480,8,72,16,8,,d,"['en:sugary-snacks', 'en:biscuits-and-cakes']"
Buffalo Wings Sauce,,166.66666666667,0,13.333333333333,13.333333333333,,,unknown,[]
El Estío Premium,El Estío Premium,360,8,80,0,4,,b,"['en:cereals-and-potatoes', 'en:cereals']"
Reducción Vinagre Balsámico de Modena,Reducción Vinagre Balsámico de Modena,250,0,60,0,0,4,not-applicable,"['en:fats-and-sauces', 'en:dressings-and-sauces']"
Del Valle Refresco de Mango,Del Valle Refresco de Mango,34,0,8.5,0,0,,d,"['en:beverages', 'en:artificially-sweetened-beverages']"
Yox con Mentalis Manzana Verde,Yox con Mentalis Manzana Verde,78,2.9,13,1.6,0,4,d,"['en:beverages', 'en:unsweetened-beverages']"
Sancao 75% Cacao Chocolate Colombiano,Sancao 75% Cacao Chocolate Colombiano,586.666666666667,10.6666666666667,40,26.6666666666667,2.66666666666667,4,e,"['en:sugary-snacks', 'en:chocolate-products']"
Splot Acid,Splot Acid,,,,,,,unknown,[]
,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
Mermelada de Frutos Rojos,,0,,,,,4,unknown,"['en:sugary-snacks', 'en:sweets']"
,7501071907562,,,,,,,unknown,[]
,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
Leche Megalitro alquería 40% balance semidescremada,Leche Megalitro alquería 40% balance semidescremada,45.8333333333333,2.91666666666667,5,1.875,0.416666666666667,4,b,"['en:milk-and-dairy-products', 'en:milk-and-yogurt']"
Pan pullman blanco extralargo,Pan pullman blanco extralargo,120,4,24,1,2,4,b,"['en:cereals-and-potatoes', 'en:bread']"
Finesse,Finesse,43.3333333333333,3.53333333333333,7.33333333333333,0,0,,unknown,[]
,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
,,,,,,,,unknown,[]
,,,,,,,,unknown,"['en:cereals-and-potatoes', 'en:bread']"
,,,,,,,,unknown,[]
fines de yogurt con probióticos,fines de yogurt con probióticos,39,3.5,6.3,0,,,unknown,[]
,,,,,,,,unknown,[]
queso mazzarella,queso mazzarella,,,,,,,unknown,[]
